path,query_id,response,completion_tokens,latency_ms,error
analysis/check/body/result_parameter_readmodel.go,q0,NONE,2,509,
analysis/check/body/entry_contextual_function.go,q0,NONE,2,509,
analysis/check/body/read_boundary_state.go,q0,NONE,2,616,
analysis/check/body/object_literal_sourcevalue.go,q0,NONE,2,617,
analysis/check/body/expression_operation.go,q0,NONE,2,615,
analysis/check/body/entry_state.go,q0,NONE,2,657,
analysis/check/body/result_return_readmodel.go,q0,NONE,2,208,
analysis/check/body/return_type_values.go,q0,NONE,2,210,
analysis/check/body/run.go,q0,NONE,2,291,
analysis/check/body/visibility.go,q0,NONE,2,290,
analysis/check/body/signature_return_type_ops.go,q0,NONE,2,291,
analysis/check/checktest/checktest.go,q0,NONE,2,475,
analysis/check/body/api.go,q0,NONE,2,1359,
analysis/check/body/config.go,q0,NONE,2,1358,
analysis/check/body/call_identity.go,q0,NONE,2,1359,
analysis/check/body/generic_for_transfer.go,q0,NONE,2,1360,
analysis/check/body/module_type_alias.go,q0,NONE,2,1359,
analysis/check/diagnostics/assignment.go,q0,NONE,2,741,
analysis/check/checktest/internal/precheck/precheck.go,q0,NONE,2,743,
analysis/check/body/result_accessors.go,q0,NONE,2,1551,
analysis/check/body/internal/readexpr/readexpr.go,q0,NONE,2,1551,
analysis/check/body/import_outcomes.go,q0,NONE,2,1551,
analysis/check/body/read_boundary.go,q0,NONE,2,1594,
analysis/check/diagnostics/assignment_call_owner.go,q0,NONE,2,1200,
analysis/check/diagnostics/assignment_diagnostic.go,q0,NONE,2,1200,
analysis/check/diagnostics/call_param_obligation.go,q0,NONE,2,975,
analysis/check/diagnostics/assignment_projection.go,q0,NONE,2,1580,
analysis/check/diagnostics/diagnostics.go,q0,NONE,2,1134,
analysis/check/diagnostics/channel_select_exhaustiveness.go,q0,NONE,2,1135,
analysis/check/diagnostics/condition_reachability.go,q0,NONE,2,1135,
analysis/check/diagnostics/evidence.go,q0,NONE,2,1149,
analysis/check/diagnostics/expression_type.go,q0,NONE,2,1149,
analysis/check/diagnostics/internal/readmodel/readmodel.go,q0,NONE,2,1360,
analysis/check/body/function_value_types.go,q0,"44: // Runtime identity wins over syntactic path so reassigned function fields
// use the currently visible value rather than an older path definition.",30,2911,
analysis/check/diagnostics/dead_assignment.go,q0,NONE,2,1654,
analysis/check/diagnostics/resolver.go,q0,NONE,2,1165,
analysis/check/diagnostics/numeric_for.go,q0,NONE,2,1166,
analysis/check/diagnostics/object_literal_mismatch.go,q0,NONE,2,1166,
analysis/check/diagnostics/return_contract.go,q0,NONE,2,915,
analysis/check/diagnostics/unused_local.go,q0,NONE,2,885,
analysis/check/diagnostics/value_reference.go,q0,NONE,2,885,
analysis/check/diagnostics/direct_call.go,q0,NONE,2,2181,
analysis/check/exportmanifest/export.go,q0,NONE,2,886,
analysis/check/exportmanifest/effect_boundary.go,q0,NONE,2,886,
analysis/check/exportmanifest/source_type.go,q0,NONE,2,551,
analysis/check/exportmanifest/object_type.go,q0,NONE,2,551,
analysis/check/exportmanifest/product_type.go,q0,NONE,2,551,
analysis/check/diagnostics/member_call.go,q0,NONE,2,2427,
analysis/check/exportmanifest/type_defs.go,q0,NONE,2,834,
analysis/check/diagnostics/runtime_guard.go,q0,NONE,2,1994,
analysis/check/diagnostics/type_reference.go,q0,NONE,2,1994,
analysis/check/diagnostics/member_read.go,q0,NONE,2,2896,
analysis/check/diagnostics/trust.go,q0,NONE,2,2060,
