path,query_id,response,completion_tokens,latency_ms,error
analysis/check/body/module_type_alias.go,q0,NONE,2,692,
analysis/check/body/object_literal_sourcevalue.go,q0,NONE,2,1094,
analysis/check/body/call_identity.go,q0,NONE,2,1106,
analysis/check/body/expression_operation.go,q0,NONE,2,1106,
analysis/check/body/entry_state.go,q0,NONE,2,1107,
analysis/check/body/config.go,q0,NONE,2,1105,
analysis/check/body/result_parameter_readmodel.go,q0,NONE,2,1107,
analysis/check/body/internal/readexpr/readexpr.go,q0,NONE,2,1154,
analysis/check/body/return_type_values.go,q0,NONE,2,105,
analysis/check/body/import_outcomes.go,q0,NONE,2,1433,
analysis/check/body/read_boundary_state.go,q0,NONE,2,1435,
analysis/check/body/result_accessors.go,q0,NONE,2,1521,
analysis/check/body/api.go,q0,NONE,2,1523,
analysis/check/diagnostics/assignment_call_owner.go,q0,NONE,2,399,
analysis/check/body/visibility.go,q0,NONE,2,611,
analysis/check/checktest/checktest.go,q0,NONE,2,611,
analysis/check/body/signature_return_type_ops.go,q0,NONE,2,611,
analysis/check/diagnostics/call_param_obligation.go,q0,NONE,2,374,
analysis/check/diagnostics/channel_select_exhaustiveness.go,q0,NONE,2,374,
analysis/check/body/run.go,q0,NONE,2,849,
analysis/check/diagnostics/assignment.go,q0,NONE,2,844,
analysis/check/diagnostics/condition_reachability.go,q0,NONE,2,932,
analysis/check/diagnostics/assignment_diagnostic.go,q0,NONE,2,1096,
analysis/check/diagnostics/assignment_projection.go,q0,NONE,2,1139,
analysis/check/diagnostics/dead_assignment.go,q0,NONE,2,1233,
analysis/check/diagnostics/diagnostics.go,q0,NONE,2,1233,
analysis/check/diagnostics/direct_call.go,q0,NONE,2,1738,
analysis/check/diagnostics/evidence.go,q0,NONE,2,1559,
analysis/check/diagnostics/member_call.go,q0,NONE,2,1210,
analysis/check/diagnostics/expression_type.go,q0,NONE,2,1960,
analysis/check/diagnostics/guard_env.go,q0,NONE,2,1946,
analysis/check/diagnostics/resolver.go,q0,NONE,2,999,
analysis/check/diagnostics/object_literal_mismatch.go,q0,NONE,2,999,
analysis/check/exportmanifest/effect_boundary.go,q0,NONE,2,183,
